id,Tr,olng,olat,dlng,dlat,episode
0,26.756919021717565,121.288292,31.33148,121.31183999999999,31.33148,None
1,80.46233981508888,121.32501,31.30207,121.25861,31.30207,None
2,125.54432510827988,121.31776299999999,31.281663,121.30928,31.281663,None
3,130.40041599719257,121.26095,31.35756,121.25193999999999,31.35756,None
4,138.16227198780618,121.267528,31.383803999999998,121.25033,31.383803999999998,None
5,230.16479135444547,121.314697,31.269586999999998,121.29871999999999,31.269586999999998,None
6,299.06511096389977,121.26928000000001,31.38945,121.24095,31.38945,None
7,314.2083101516677,121.29593999999999,31.299359999999997,121.32491999999999,31.299359999999997,None
8,409.3993800093118,121.2535,31.352040000000002,121.28478,31.352040000000002,None
9,515.1014985261634,121.28736,31.3782,121.24767,31.3782,None
10,580.4782436901485,121.28237,31.415640000000003,121.24891000000001,31.415640000000003,None
11,602.7268833565782,121.2192,31.27122,121.24712,31.27122,None
12,608.7170060705838,121.28449199999999,31.41638,121.25183999999999,31.41638,None
13,636.7471679806948,121.3016,31.3087,121.27618999999999,31.3087,None
14,791.9728407460431,121.31478999999999,31.31141,121.32146999999999,31.31141,None
15,852.9211075488104,121.22263000000001,31.28973,121.23355,31.28973,None
16,905.7123352524919,121.24059,31.345340000000004,121.28173000000001,31.345340000000004,None
17,973.777279704272,121.22393000000001,31.2876,121.21479,31.2876,None
18,1008.2204035474015,121.31048799999999,31.307689,121.32351100000001,31.307689,None
19,1047.5855425554864,121.25868999999999,31.33397,121.24314,31.33397,None
20,1089.74716335405,121.24078999999999,31.34955,121.26008,31.34955,None
21,1138.5403377910968,121.259499,31.359509999999997,121.25878,31.359509999999997,None
22,1153.2005300104063,121.20451000000001,31.343441,121.27688700000002,31.343441,None
23,1240.990287710602,121.246654,31.339176000000002,121.316048,31.339176000000002,None
24,1254.3587508430999,121.238289,31.284651,121.200768,31.284651,None
25,1333.95353483104,121.314697,31.269586999999998,121.29871999999999,31.269586999999998,None
26,1352.960044180796,121.24172,31.355990000000002,121.260159,31.355990000000002,None
27,1413.1425808163333,121.28691,31.29399,121.26738999999999,31.29399,None
28,1453.392689930174,121.23657,31.390990000000002,121.22169,31.390990000000002,None
29,1552.8881708700521,121.25988999999998,31.366909999999997,121.24535900000001,31.366909999999997,None
30,1625.4633306123005,121.25412,31.33095,121.29688,31.33095,None
31,1702.499189229468,121.24588999999999,31.38713,121.2115,31.38713,None
32,1737.6207914855127,121.26496999999999,31.38107,121.22625,31.38107,None
33,1749.7669926892295,121.31776299999999,31.281663,121.30928,31.281663,None
34,1775.2196873998912,121.247767,31.365699,121.22625,31.365699,None
35,1837.0028485344128,121.246654,31.339176000000002,121.316048,31.339176000000002,None
36,1866.4375894906652,121.20453,31.4167,121.23643999999999,31.4167,None
37,1959.711251393777,121.31488999999999,31.311590000000002,121.31237,31.311590000000002,None
38,1985.5713290619149,121.21505,31.261670000000002,121.18191000000002,31.261670000000002,None
39,2077.056933119933,121.300423,31.284990000000004,121.32351100000001,31.284990000000004,None
40,2159.099298146819,121.280868,31.328272,121.25861,31.328272,None
41,2274.6214878467404,121.263878,31.322611,121.28478,31.322611,None
42,2282.456753260308,121.21817,31.2878,121.18678999999999,31.2878,None
43,2296.4761844039726,121.222122,31.319353000000003,121.23906000000001,31.319353000000003,None
44,2328.6819626763613,121.17809,31.3574,121.18078600000001,31.3574,None
45,2394.633874314837,121.271599,31.387596000000002,121.25641,31.387596000000002,None
46,2554.5758160964238,121.23881000000002,31.37108,121.25868,31.37108,None
47,2685.0698731493694,121.31634,31.31665,121.3212,31.31665,None
